WARD,NEIGHBOURHOOD_NUMBER,STRUCTURE_TYPE,OCCUPIED,UNOCCUPIED,NO_LONGER_IN_USE,NO_RESPONSE
Ward 5,4220,Duplex/Fourplex,86,1,0,0
Ward 5,4220,Row House,0,0,0,0
Ward 5,4220,Apartment (5+ stories),0,0,0,0
Ward 5,4220,Apartment (1-4 stories),0,0,0,0
Ward 5,4220,Manufactured/Mobile Home,0,0,0,0
Ward 5,4220,Institution/Collective Residence,4,0,0,0
Ward 5,4220,Hotel/Motel,0,0,0,0
Ward 5,4220,RV/Tent/Other,0,0,0,0
Ward 5,4220,No Response,0,0,0,0
Ward 5,4270,Single Detached House,1500,15,1,0
Ward 5,4270,Duplex/Fourplex,94,0,0,0
Ward 5,4270,Row House,550,40,2,0
Ward 5,4270,Apartment (5+ stories),0,0,0,0
Ward 5,4270,Apartment (1-4 stories),0,0,1,0
Ward 5,4270,Manufactured/Mobile Home,0,0,0,0
Ward 5,4270,Institution/Collective Residence,0,0,0,0
Ward 5,4270,Hotel/Motel,0,0,0,0
Ward 5,4270,RV/Tent/Other,1,0,0,0
Ward 5,4270,No Response,0,0,0,0
Ward 5,4280,Single Detached House,790,12,20,0
Ward 5,4280,Duplex/Fourplex,0,0,0,0
Ward 5,4280,Row House,0,0,0,0
Ward 5,4280,Apartment (5+ stories),343,9,2,0
Ward 5,4280,Apartment (1-4 stories),278,7,2,0
Ward 5,4280,Manufactured/Mobile Home,0,0,0,0
Ward 5,4280,Institution/Collective Residence,1,0,0,0
Ward 5,4280,Hotel/Motel,0,0,0,0
Ward 5,4280,RV/Tent/Other,0,0,0,0
Ward 5,4280,No Response,0,0,0,0
Ward 5,4360,Single Detached House,975,15,22,0
Ward 5,4360,Duplex/Fourplex,69,3,0,0
Ward 5,4360,Row House,40,1,0,0
Ward 5,4360,Apartment (5+ stories),0,0,0,0
Ward 5,4360,Apartment (1-4 stories),0,0,0,0
Ward 5,4360,Manufactured/Mobile Home,0,0,0,0
Ward 5,4360,Institution/Collective Residence,0,0,0,0
Ward 5,4360,Hotel/Motel,0,0,0,0
Ward 5,4360,RV/Tent/Other,0,0,0,0
Ward 5,4360,No Response,0,0,0,0
Ward 5,4380,Single Detached House,1042,6,6,0
Ward 5,4380,Duplex/Fourplex,0,0,0,0
Ward 5,4380,Row House,705,35,1,0
Ward 5,4380,Apartment (5+ stories),0,0,0,0
Ward 5,4380,Apartment (1-4 stories),149,2,0,0
Ward 5,4380,Manufactured/Mobile Home,0,0,0,0
Ward 5,4380,Institution/Collective Residence,0,0,0,0
Ward 5,4380,Hotel/Motel,1,0,0,0
Ward 5,4380,RV/Tent/Other,0,0,0,0
Ward 5,4380,No Response,0,0,0,0
Ward 5,4390,Single Detached House,305,10,6,0
Ward 5,4390,Duplex/Fourplex,0,0,0,0
Ward 5,4390,Row House,0,0,0,0
Ward 5,4390,Apartment (5+ stories),0,0,0,0
Ward 5,4390,Apartment (1-4 stories),388,19,0,0
Ward 5,4390,Manufactured/Mobile Home,0,0,0,0
Ward 5,4390,Institution/Collective Residence,0,0,0,0
Ward 5,4390,Hotel/Motel,0,0,0,0
Ward 5,4390,RV/Tent/Other,0,0,0,0
Ward 5,4390,No Response,0,0,0,0
Ward 5,4420,Single Detached House,120,0,3,0
Ward 5,4420,Duplex/Fourplex,0,0,0,0
Ward 5,4420,Row House,0,0,0,0
Ward 5,4420,Apartment (5+ stories),0,0,0,0
Ward 5,4420,Apartment (1-4 stories),0,0,0,0
Ward 5,4420,Manufactured/Mobile Home,0,0,0,0
Ward 5,4420,Institution/Collective Residence,0,0,0,0
Ward 5,4420,Hotel/Motel,0,0,0,0
Ward 5,4420,RV/Tent/Other,0,0,0,0
Ward 5,4420,No Response,0,0,0,0
Ward 5,4430,Single Detached House,495,11,1,0
Ward 5,4430,Duplex/Fourplex,0,0,0,0
Ward 5,4430,Row House,0,0,0,0
Ward 5,4430,Apartment (5+ stories),0,0,0,0
Ward 5,4430,Apartment (1-4 stories),0,0,0,0
Ward 5,4430,Manufactured/Mobile Home,0,0,0,0
Ward 5,4430,Institution/Collective Residence,0,0,0,0
Ward 5,4430,Hotel/Motel,0,0,0,0
Ward 5,4430,RV/Tent/Other,3,0,0,0
Ward 5,4430,No Response,0,0,0,0
Ward 5,4440,Single Detached House,0,0,0,0
Ward 5,4440,Duplex/Fourplex,0,0,0,0
Ward 5,4440,Row House,0,0,0,0
Ward 5,4440,Apartment (5+ stories),0,0,0,0
Ward 5,4440,Apartment (1-4 stories),0,0,0,0
Ward 5,4440,Manufactured/Mobile Home,0,0,0,0
Ward 5,4440,Institution/Collective Residence,0,0,0,0
Ward 5,4440,Hotel/Motel,0,0,0,0
Ward 5,4440,RV/Tent/Other,0,0,0,0
Ward 5,4440,No Response,0,0,0,0
Ward 5,4451,Single Detached House,0,0,0,0
Ward 5,4451,Duplex/Fourplex,0,0,0,0
Ward 5,4451,Row House,0,0,0,0
Ward 5,4451,Apartment (5+ stories),0,0,0,0
Ward 5,4451,Apartment (1-4 stories),0,0,0,0
Ward 5,4451,Manufactured/Mobile Home,0,0,0,0
Ward 5,4451,Institution/Collective Residence,0,0,0,0
Ward 5,4451,Hotel/Motel,0,0,0,0
Ward 5,4451,RV/Tent/Other,0,0,0,0
Ward 5,4451,No Response,0,0,0,0
Ward 5,4460,Single Detached House,165,15,16,0
Ward 5,4460,Duplex/Fourplex,0,0,0,0
Ward 5,4460,Row House,0,0,0,0
Ward 5,4460,Apartment (5+ stories),0,0,0,0
Ward 5,4460,Apartment (1-4 stories),0,0,0,0
Ward 5,4460,Manufactured/Mobile Home,0,0,0,0
Ward 5,4460,Institution/Collective Residence,0,0,0,0
Ward 5,4460,Hotel/Motel,0,0,0,0
Ward 5,4460,RV/Tent/Other,0,0,0,0
Ward 5,4460,No Response,0,0,0,0
Ward 5,4461,Single Detached House,2295,88,9,0
Ward 5,4461,Duplex/Fourplex,588,16,0,0
Ward 5,4461,Row House,409,20,1,0
Ward 5,4461,Apartment (5+ stories),0,0,0,0
Ward 5,4461,Apartment (1-4 stories),394,5,9,0
Ward 5,4461,Manufactured/Mobile Home,0,0,0,0
Ward 5,4461,Institution/Collective Residence,0,0,0,0
Ward 5,4461,Hotel/Motel,0,0,0,0
Ward 5,4461,RV/Tent/Other,0,0,0,0
Ward 5,4461,No Response,0,0,0,0
Ward 5,4462,Single Detached House,38,1,8,0
Ward 5,4462,Duplex/Fourplex,0,0,0,0
Ward 5,4462,Row House,0,0,0,0
Ward 5,4462,Apartment (5+ stories),0,0,0,0
Ward 5,4462,Apartment (1-4 stories),0,0,0,0
Ward 5,4462,Manufactured/Mobile Home,0,0,0,0
Ward 5,4462,Institution/Collective Residence,0,0,0,0
Ward 5,4462,Hotel/Motel,0,0,0,0
Ward 5,4462,RV/Tent/Other,0,0,0,0
Ward 5,4462,No Response,0,0,0,0
Ward 5,4466,Single Detached House,463,55,0,0
Ward 5,4466,Duplex/Fourplex,0,2,0,0
Ward 5,4466,Row House,0,0,0,0
Ward 5,4466,Apartment (5+ stories),0,0,0,0
Ward 5,4466,Apartment (1-4 stories),0,0,0,0
Ward 5,4466,Manufactured/Mobile Home,0,0,0,0
Ward 5,4466,Institution/Collective Residence,0,0,0,0
Ward 5,4466,Hotel/Motel,0,0,0,0
Ward 5,4466,RV/Tent/Other,0,0,0,0
Ward 5,4466,No Response,0,0,0,0
Ward 5,4467,Single Detached House,0,0,0,0
Ward 5,4467,Duplex/Fourplex,0,0,0,0
Ward 5,4467,Row House,0,0,0,0
Ward 5,4467,Apartment (5+ stories),0,0,0,0
Ward 5,4467,Apartment (1-4 stories),0,0,0,0
Ward 5,4467,Manufactured/Mobile Home,0,0,0,0
Ward 5,4467,Institution/Collective Residence,0,0,0,0
Ward 5,4467,Hotel/Motel,0,0,0,0
Ward 5,4467,RV/Tent/Other,0,0,0,0
Ward 5,4467,No Response,0,0,0,0
Ward 5,4551,Single Detached House,300,36,0,0
Ward 5,4551,Duplex/Fourplex,7,0,0,0
Ward 5,4551,Row House,0,0,0,0
Ward 5,4551,Apartment (5+ stories),0,0,0,0
Ward 5,4551,Apartment (1-4 stories),0,0,0,0
Ward 5,4551,Manufactured/Mobile Home,0,0,0,0
Ward 5,4551,Institution/Collective Residence,0,0,0,0
Ward 5,4551,Hotel/Motel,0,0,0,0
Ward 5,4551,RV/Tent/Other,0,0,0,0
Ward 5,4551,No Response,0,0,0,0
Ward 5,4560,Single Detached House,403,4,5,0
Ward 5,4560,Duplex/Fourplex,131,0,1,0
Ward 5,4560,Row House,454,6,12,0
Ward 5,4560,Apartment (5+ stories),0,0,0,0
Ward 5,4560,Apartment (1-4 stories),325,21,0,0
Ward 5,4560,Manufactured/Mobile Home,0,0,0,0
Ward 5,4560,Institution/Collective Residence,0,0,0,0
Ward 5,4560,Hotel/Motel,0,0,0,0
Ward 5,4560,RV/Tent/Other,0,0,0,0
Ward 5,4560,No Response,0,0,0,0
Ward 5,4570,Single Detached House,512,7,3,0
Ward 5,4570,Duplex/Fourplex,0,0,0,0
Ward 5,4570,Row House,0,0,0,0
Ward 5,4570,Apartment (5+ stories),0,0,0,0
Ward 5,4570,Apartment (1-4 stories),0,0,0,0
Ward 5,4570,Manufactured/Mobile Home,0,0,0,0
Ward 5,4570,Institution/Collective Residence,0,0,0,0
Ward 5,4570,Hotel/Motel,0,0,0,0
Ward 5,4570,RV/Tent/Other,0,0,0,0
Ward 5,4570,No Response,0,0,0,0
Ward 5,4610,Single Detached House,449,11,1,0
Ward 5,4610,Duplex/Fourplex,0,0,0,0
Ward 5,4610,Row House,34,4,0,0
Ward 5,4610,Apartment (5+ stories),0,0,0,0
Ward 5,4610,Apartment (1-4 stories),0,0,0,0
Ward 5,4610,Manufactured/Mobile Home,0,0,0,0
Ward 5,4610,Institution/Collective Residence,0,0,0,0
Ward 5,4610,Hotel/Motel,0,0,0,0
Ward 5,4610,RV/Tent/Other,0,0,0,0
Ward 5,4610,No Response,0,0,0,0
Ward 5,4720,Single Detached House,1335,18,22,0
Ward 5,4720,Duplex/Fourplex,326,6,1,0
Ward 5,4720,Row House,77,2,0,0
Ward 5,4720,Apartment (5+ stories),114,2,0,0
Ward 5,4720,Apartment (1-4 stories),532,54,18,0
Ward 5,4720,Manufactured/Mobile Home,0,0,0,0
Ward 5,4720,Institution/Collective Residence,15,0,5,0
Ward 5,4720,Hotel/Motel,0,0,0,0
Ward 5,4720,RV/Tent/Other,0,0,6,0
Ward 5,4720,No Response,0,0,0,0
Ward 6,1020,Single Detached House,137,8,54,0
Ward 6,1020,Duplex/Fourplex,71,0,16,0
Ward 6,1020,Row House,33,4,10,0
Ward 6,1020,Apartment (5+ stories),1652,118,33,0
Ward 6,1020,Apartment (1-4 stories),1942,245,95,0
Ward 6,1020,Manufactured/Mobile Home,0,0,0,0
Ward 6,1020,Institution/Collective Residence,148,90,20,0
Ward 6,1020,Hotel/Motel,43,0,0,0
Ward 6,1020,RV/Tent/Other,0,0,0,0
Ward 6,1020,No Response,0,0,0,0
Ward 6,1030,Single Detached House,172,6,31,0
Ward 6,1030,Duplex/Fourplex,23,2,5,0
Ward 6,1030,Row House,152,5,0,0
Ward 6,1030,Apartment (5+ stories),165,3,12,0
Ward 6,1030,Apartment (1-4 stories),2549,140,99,0
Ward 6,1030,Manufactured/Mobile Home,0,0,0,0
Ward 6,1030,Institution/Collective Residence,0,1,11,0
Ward 6,1030,Hotel/Motel,0,0,0,0
Ward 6,1030,RV/Tent/Other,0,0,0,0
Ward 6,1030,No Response,0,0,0,0
Ward 6,1090,Single Detached House,35,1,25,0
Ward 6,1090,Duplex/Fourplex,5,0,1,0
Ward 6,1090,Row House,50,1,0,0
Ward 6,1090,Apartment (5+ stories),7269,304,67,0
Ward 6,1090,Apartment (1-4 stories),960,30,110,0
Ward 6,1090,Manufactured/Mobile Home,0,0,0,0
Ward 6,1090,Institution/Collective Residence,327,2,0,0
Ward 6,1090,Hotel/Motel,31,10,0,0
Ward 6,1090,RV/Tent/Other,1,0,1,0
Ward 6,1090,No Response,0,0,0,0
Ward 6,1140,Single Detached House,1093,137,342,0
Ward 6,1140,Duplex/Fourplex,144,46,104,0
Ward 6,1140,Row House,40,4,10,0
Ward 6,1140,Apartment (5+ stories),458,36,14,0
Ward 6,1140,Apartment (1-4 stories),735,104,54,0
Ward 6,1140,Manufactured/Mobile Home,0,0,0,0
Ward 6,1140,Institution/Collective Residence,101,50,34,0
Ward 6,1140,Hotel/Motel,1,1,0,0
Ward 6,1140,RV/Tent/Other,7,0,0,0
Ward 6,1140,No Response,0,0,0,0
Ward 6,1150,Single Detached House,126,19,98,0
Ward 6,1150,Duplex/Fourplex,58,7,15,0
Ward 6,1150,Row House,67,6,12,0
Ward 6,1150,Apartment (5+ stories),8516,319,349,0
Ward 6,1150,Apartment (1-4 stories),3970,136,126,0
Ward 6,1150,Manufactured/Mobile Home,1,0,0,0
Ward 6,1150,Institution/Collective Residence,54,8,19,0
Ward 6,1150,Hotel/Motel,1,0,0,0
Ward 6,1150,RV/Tent/Other,1,0,6,0
Ward 6,1150,No Response,0,0,0,0
Ward 6,1180,Single Detached House,468,14,26,0
Ward 6,1180,Duplex/Fourplex,42,0,2,0
Ward 6,1180,Row House,12,2,3,0
Ward 6,1180,Apartment (5+ stories),157,38,1,0
Ward 6,1180,Apartment (1-4 stories),3458,142,24,0
Ward 6,1180,Manufactured/Mobile Home,0,0,0,0
Ward 6,1180,Institution/Collective Residence,0,0,0,0
Ward 6,1180,Hotel/Motel,0,0,0,0
Ward 6,1180,RV/Tent/Other,0,0,0,0
Ward 6,1180,No Response,0,0,0,0
Ward 6,1200,Single Detached House,0,0,0,0
Ward 6,1200,Duplex/Fourplex,0,0,0,0
Ward 6,1200,Row House,0,0,0,0
Ward 6,1200,Apartment (5+ stories),0,0,0,0
Ward 6,1200,Apartment (1-4 stories),0,0,0,0
Ward 6,1200,Manufactured/Mobile Home,0,0,0,0
Ward 6,1200,Institution/Collective Residence,0,0,0,0
Ward 6,1200,Hotel/Motel,0,0,0,0
Ward 6,1200,RV/Tent/Other,0,0,0,0
Ward 6,1200,No Response,0,0,0,0
Ward 6,1210,Single Detached House,362,19,37,0
Ward 6,1210,Duplex/Fourplex,225,1,14,0
Ward 6,1210,Row House,70,4,0,0
Ward 6,1210,Apartment (5+ stories),93,2,0,0
Ward 6,1210,Apartment (1-4 stories),215,9,15,0
Ward 6,1210,Manufactured/Mobile Home,0,0,0,0
Ward 6,1210,Institution/Collective Residence,1,0,0,0
Ward 6,1210,Hotel/Motel,0,0,0,0
Ward 6,1210,RV/Tent/Other,0,0,0,0
Ward 6,1210,No Response,0,0,0,0
Ward 6,1220,Single Detached House,172,6,10,0
Ward 6,1220,Duplex/Fourplex,10,0,0,0
Ward 6,1220,Row House,51,1,0,0
Ward 6,1220,Apartment (5+ stories),79,3,1,0
Ward 6,1220,Apartment (1-4 stories),163,7,1,0
Ward 6,1220,Manufactured/Mobile Home,0,0,0,0
Ward 6,1220,Institution/Collective Residence,0,0,0,0
Ward 6,1220,Hotel/Motel,0,0,0,0
Ward 6,1220,RV/Tent/Other,0,0,0,0
Ward 6,1220,No Response,0,0,0,0
Ward 6,3200,Single Detached House,1102,39,10,0
Ward 6,3200,Duplex/Fourplex,9,1,0,0
Ward 6,3200,Row House,3,2,0,0
Ward 6,3200,Apartment (5+ stories),290,6,0,0
Ward 6,3200,Apartment (1-4 stories),90,2,1,0
Ward 6,3200,Manufactured/Mobile Home,0,0,0,0
Ward 6,3200,Institution/Collective Residence,2,1,30,0
Ward 6,3200,Hotel/Motel,0,0,0,0
Ward 6,3200,RV/Tent/Other,0,0,0,0
Ward 6,3200,No Response,0,0,0,0
Ward 6,3210,Single Detached House,873,23,23,0
Ward 6,3210,Duplex/Fourplex,113,4,3,0
Ward 6,3210,Row House,35,2,0,0
Ward 6,3210,Apartment (5+ stories),0,0,0,0
Ward 6,3210,Apartment (1-4 stories),4,0,0,0
Ward 6,3210,Manufactured/Mobile Home,0,0,0,0
Ward 6,3210,Institution/Collective Residence,0,0,0,0
Ward 6,3210,Hotel/Motel,0,0,0,0
Ward 6,3210,RV/Tent/Other,0,0,0,0
Ward 6,3210,No Response,0,0,0,0
Ward 6,3300,Single Detached House,419,9,18,0
Ward 6,3300,Duplex/Fourplex,24,2,3,0
Ward 6,3300,Row House,0,0,0,0
Ward 6,3300,Apartment (5+ stories),0,0,0,0
Ward 6,3300,Apartment (1-4 stories),254,3,37,0
Ward 6,3300,Manufactured/Mobile Home,0,0,0,0
Ward 6,3300,Institution/Collective Residence,121,0,24,0
Ward 6,3300,Hotel/Motel,0,0,0,0
Ward 6,3300,RV/Tent/Other,1,0,0,0
Ward 6,3300,No Response,0,0,0,0
Ward 6,3310,Single Detached House,729,17,17,0
Ward 6,3310,Duplex/Fourplex,12,7,1,0
Ward 6,3310,Row House,57,0,1,0
Ward 6,3310,Apartment (5+ stories),0,0,0,0
Ward 6,3310,Apartment (1-4 stories),34,28,0,0
Ward 6,3310,Manufactured/Mobile Home,0,0,0,0
Ward 6,3310,Institution/Collective Residence,0,0,0,0
Ward 6,3310,Hotel/Motel,0,0,0,0
Ward 6,3310,RV/Tent/Other,1,0,0,0
Ward 6,3310,No Response,0,0,0,0
Ward 6,3381,Single Detached House,0,0,0,0
Ward 6,3381,Duplex/Fourplex,0,0,0,0
Ward 6,3381,Row House,0,0,0,0
Ward 6,3381,Apartment (5+ stories),0,0,0,0
Ward 6,3381,Apartment (1-4 stories),0,0,0,0
Ward 6,3381,Manufactured/Mobile Home,0,0,0,0
Ward 6,3381,Institution/Collective Residence,0,0,0,0
Ward 6,3381,Hotel/Motel,0,0,0,0
Ward 6,3381,RV/Tent/Other,0,0,0,0
Ward 6,3381,No Response,0,0,0,0
Ward 6,3440,Single Detached House,1255,69,129,0
Ward 6,3440,Duplex/Fourplex,94,6,15,0
Ward 6,3440,Row House,60,3,1,0
Ward 6,3440,Apartment (5+ stories),350,11,1,0
Ward 6,3440,Apartment (1-4 stories),1482,65,48,0
Ward 6,3440,Manufactured/Mobile Home,0,0,0,0
Ward 6,3440,Institution/Collective Residence,3,0,12,0
Ward 6,3440,Hotel/Motel,0,0,0,0
Ward 6,3440,RV/Tent/Other,1,0,0,0
Ward 6,3440,No Response,0,0,0,0
Ward 7,1010,Single Detached House,2239,244,462,0
Ward 7,1010,Duplex/Fourplex,126,24,76,0
Ward 7,1010,Row House,50,9,8,0
Ward 7,1010,Apartment (5+ stories),0,0,0,0
Ward 7,1010,Apartment (1-4 stories),431,27,38,0
Ward 7,1010,Manufactured/Mobile Home,0,0,0,0
Ward 7,1010,Institution/Collective Residence,9,6,19,0
Ward 7,1010,Hotel/Motel,0,0,0,0
Ward 7,1010,RV/Tent/Other,1,0,0,0
Ward 7,1010,No Response,0,0,0,0
Ward 7,1070,Single Detached House,153,13,64,0
Ward 7,1070,Duplex/Fourplex,0,0,0,0
Ward 7,1070,Row House,0,0,0,0
Ward 7,1070,Apartment (5+ stories),191,13,5,0
Ward 7,1070,Apartment (1-4 stories),854,40,29,0
Ward 7,1070,Manufactured/Mobile Home,0,0,0,0
Ward 7,1070,Institution/Collective Residence,1,0,1,0
Ward 7,1070,Hotel/Motel,0,0,0,0
Ward 7,1070,RV/Tent/Other,1,0,0,0
Ward 7,1070,No Response,0,0,0,0
Ward 7,1080,Single Detached House,704,32,77,0
Ward 7,1080,Duplex/Fourplex,89,5,13,0
Ward 7,1080,Row House,8,0,3,0
Ward 7,1080,Apartment (5+ stories),0,0,0,0
Ward 7,1080,Apartment (1-4 stories),72,3,1,0
Ward 7,1080,Manufactured/Mobile Home,0,0,0,0
Ward 7,1080,Institution/Collective Residence,4,1,5,0
Ward 7,1080,Hotel/Motel,0,0,0,0
Ward 7,1080,RV/Tent/Other,0,0,0,0
Ward 7,1080,No Response,0,0,0,0
Ward 7,1100,Single Detached House,737,61,74,0
Ward 7,1100,Duplex/Fourplex,304,35,21,0
Ward 7,1100,Row House,20,2,1,0
Ward 7,1100,Apartment (5+ stories),0,0,0,0
Ward 7,1100,Apartment (1-4 stories),953,89,23,0
Ward 7,1100,Manufactured/Mobile Home,0,0,0,0
Ward 7,1100,Institution/Collective Residence,16,25,1,0
Ward 7,1100,Hotel/Motel,1,0,0,0
Ward 7,1100,RV/Tent/Other,0,0,2,0
Ward 7,1100,No Response,0,0,0,0
Ward 7,1120,Single Detached House,0,0,0,0
Ward 7,1120,Duplex/Fourplex,0,0,0,0
Ward 7,1120,Row House,0,0,0,0
Ward 7,1120,Apartment (5+ stories),0,0,0,0
Ward 7,1120,Apartment (1-4 stories),0,0,0,0
Ward 7,1120,Manufactured/Mobile Home,0,0,0,0
Ward 7,1120,Institution/Collective Residence,0,0,0,0
Ward 7,1120,Hotel/Motel,0,0,0,0
Ward 7,1120,RV/Tent/Other,0,0,0,0
Ward 7,1120,No Response,0,0,0,0
Ward 7,1130,Single Detached House,307,14,22,0
Ward 7,1130,Duplex/Fourplex,41,4,7,0
Ward 7,1130,Row House,0,0,0,0
Ward 7,1130,Apartment (5+ stories),0,0,0,0
Ward 7,1130,Apartment (1-4 stories),239,12,0,0
Ward 7,1130,Manufactured/Mobile Home,0,0,0,0
Ward 7,1130,Institution/Collective Residence,3,0,0,0
Ward 7,1130,Hotel/Motel,1,0,0,0
Ward 7,1130,RV/Tent/Other,0,0,0,0
Ward 7,1130,No Response,0,0,0,0
Ward 7,1160,Single Detached House,1065,111,116,0
Ward 7,1160,Duplex/Fourplex,80,10,16,0
Ward 7,1160,Row House,24,4,4,0
Ward 7,1160,Apartment (5+ stories),253,15,15,0
Ward 7,1160,Apartment (1-4 stories),221,18,12,0
Ward 7,1160,Manufactured/Mobile Home,0,0,0,0
Ward 7,1160,Institution/Collective Residence,3,1,4,0
Ward 7,1160,Hotel/Motel,0,0,0,0
Ward 7,1160,RV/Tent/Other,3,0,2,0
Ward 7,1160,No Response,0,0,0,0
Ward 7,1190,Single Detached House,0,0,0,0
Ward 7,1190,Duplex/Fourplex,0,0,0,0
Ward 7,1190,Row House,0,0,0,0
Ward 7,1190,Apartment (5+ stories),0,0,0,0
Ward 7,1190,Apartment (1-4 stories),0,0,0,0
Ward 7,1190,Manufactured/Mobile Home,0,0,0,0
Ward 7,1190,Institution/Collective Residence,0,0,0,0
Ward 7,1190,Hotel/Motel,0,0,0,0
Ward 7,1190,RV/Tent/Other,0,0,0,0
Ward 7,1190,No Response,0,0,0,0
Ward 7,1240,Single Detached House,180,9,11,0
Ward 7,1240,Duplex/Fourplex,0,0,5,0
Ward 7,1240,Row House,0,0,0,0
Ward 7,1240,Apartment (5+ stories),0,0,0,0
Ward 7,1240,Apartment (1-4 stories),244,8,58,0
Ward 7,1240,Manufactured/Mobile Home,0,0,0,0
Ward 7,1240,Institution/Collective Residence,1,0,0,0
Ward 7,1240,Hotel/Motel,0,0,0,0
Ward 7,1240,RV/Tent/Other,0,0,0,0
Ward 7,1240,No Response,0,0,0,0
Ward 7,1270,Single Detached House,0,0,0,0
Ward 7,1270,Duplex/Fourplex,0,0,0,0
Ward 7,1270,Row House,0,0,0,0
Ward 7,1270,Apartment (5+ stories),0,0,0,0
Ward 7,1270,Apartment (1-4 stories),0,0,0,0
Ward 7,1270,Manufactured/Mobile Home,0,0,0,0
Ward 7,1270,Institution/Collective Residence,0,0,0,0
Ward 7,1270,Hotel/Motel,0,0,0,0
Ward 7,1270,RV/Tent/Other,0,0,0,0
Ward 7,1270,No Response,0,0,0,0
Ward 7,2010,Single Detached House,0,0,0,0
Ward 7,2010,Duplex/Fourplex,0,0,0,0
Ward 7,2010,Row House,457,18,8,0
Ward 7,2010,Apartment (5+ stories),0,0,0,0
Ward 7,2010,Apartment (1-4 stories),251,0,1,0
Ward 7,2010,Manufactured/Mobile Home,0,0,0,0
Ward 7,2010,Institution/Collective Residence,0,0,0,0
Ward 7,2010,Hotel/Motel,0,0,0,0
Ward 7,2010,RV/Tent/Other,0,0,0,0
Ward 7,2010,No Response,0,0,0,0
Ward 7,2020,Single Detached House,994,54,25,0
Ward 7,2020,Duplex/Fourplex,171,12,19,0
Ward 7,2020,Row House,77,11,3,0
Ward 7,2020,Apartment (5+ stories),0,0,0,0
Ward 7,2020,Apartment (1-4 stories),298,99,7,0
Ward 7,2020,Manufactured/Mobile Home,0,0,0,0
Ward 7,2020,Institution/Collective Residence,2,0,1,0
Ward 7,2020,Hotel/Motel,0,0,0,0
Ward 7,2020,RV/Tent/Other,0,0,0,0
Ward 7,2020,No Response,0,0,0,0
Ward 7,2040,Single Detached House,1032,36,20,0
Ward 7,2040,Duplex/Fourplex,146,7,15,0
Ward 7,2040,Row House,8,1,0,0
Ward 7,2040,Apartment (5+ stories),0,0,0,0
Ward 7,2040,Apartment (1-4 stories),107,6,8,0
Ward 7,2040,Manufactured/Mobile Home,0,0,0,0
Ward 7,2040,Institution/Collective Residence,1,0,0,0
Ward 7,2040,Hotel/Motel,3,0,0,0
Ward 7,2040,RV/Tent/Other,0,0,0,0
Ward 7,2040,No Response,0,0,0,0
Ward 7,2060,Single Detached House,464,19,0,0
Ward 7,2060,Duplex/Fourplex,7,0,0,0
Ward 7,2060,Row House,3,0,0,0
Ward 7,2060,Apartment (5+ stories),0,0,0,0
Ward 7,2060,Apartment (1-4 stories),18,1,0,0
Ward 7,2060,Manufactured/Mobile Home,0,0,0,0
Ward 7,2060,Institution/Collective Residence,0,0,0,0
Ward 7,2060,Hotel/Motel,0,0,0,0
Ward 7,2060,RV/Tent/Other,0,0,0,0
Ward 7,2060,No Response,0,0,0,0
Ward 7,2090,Single Detached House,517,13,4,0
Ward 7,2090,Duplex/Fourplex,36,1,0,0
Ward 7,2090,Row House,4,0,0,0
Ward 7,2090,Apartment (5+ stories),0,0,0,0
Ward 7,2090,Apartment (1-4 stories),16,0,0,0
Ward 7,2090,Manufactured/Mobile Home,0,0,0,0
Ward 7,2090,Institution/Collective Residence,0,0,0,0
Ward 7,2090,Hotel/Motel,0,0,0,0
Ward 7,2090,RV/Tent/Other,0,0,0,0
Ward 7,2090,No Response,0,0,0,0
Ward 7,2100,Single Detached House,1157,40,22,0
Ward 7,2100,Duplex/Fourplex,43,0,1,0
Ward 7,2100,Row House,0,0,0,0
Ward 7,2100,Apartment (5+ stories),0,0,0,0
Ward 7,2100,Apartment (1-4 stories),352,13,5,0
Ward 7,2100,Manufactured/Mobile Home,0,0,0,0
Ward 7,2100,Institution/Collective Residence,49,1,3,0
Ward 7,2100,Hotel/Motel,1,0,0,0
Ward 7,2100,RV/Tent/Other,0,0,0,0
Ward 7,2100,No Response,0,0,0,0
Ward 7,2230,Single Detached House,1191,32,17,0
Ward 7,2230,Duplex/Fourplex,90,3,1,0
Ward 7,2230,Row House,37,1,1,0
Ward 7,2230,Apartment (5+ stories),0,0,0,0
Ward 7,2230,Apartment (1-4 stories),36,1,0,0
Ward 7,2230,Manufactured/Mobile Home,0,0,0,0
Ward 7,2230,Institution/Collective Residence,0,0,0,0
Ward 7,2230,Hotel/Motel,0,0,0,0
Ward 7,2230,RV/Tent/Other,0,0,0,0
Ward 7,2230,No Response,0,0,0,0
Ward 7,2290,Single Detached House,683,11,15,0
Ward 7,2290,Duplex/Fourplex,88,5,7,0
Ward 7,2290,Row House,263,15,7,0
Ward 7,2290,Apartment (5+ stories),169,22,0,0
Ward 7,2290,Apartment (1-4 stories),24,0,3,0
Ward 7,2290,Manufactured/Mobile Home,0,0,0,0
Ward 7,2290,Institution/Collective Residence,0,0,0,0
Ward 7,2290,Hotel/Motel,0,0,0,0
Ward 7,2290,RV/Tent/Other,0,0,0,0
Ward 7,2290,No Response,0,0,0,0
Ward 7,2330,Single Detached House,1064,55,51,0
